name,inventory,min_price,max_price,current_price,rating,strategy,slug,product(fk),discount
Roomba i7+ Robot Vacuum,841,54000,93600,81720,4,2,roomba_i7_robot_vacuum-14,53,11880
Roomba i7+ Robot Vacuum,942,51600,92700,71123,3,5,roomba_i7_robot_vacuum-15,53,21577
Roomba i7+ Robot Vacuum,520,57000,103500,72113,2,5,roomba_i7_robot_vacuum-16,53,31387
Roomba i7+ Robot Vacuum,487,58200,98100,84135,5,4,roomba_i7_robot_vacuum-17,53,13965
Roomba i7+ Robot Vacuum,292,51000,99000,85800,5,1,roomba_i7_robot_vacuum-18,53,13200
Roomba i7+ Robot Vacuum,372,56400,99900,71190,1,1,roomba_i7_robot_vacuum-19,53,28710
Roomba i7+ Robot Vacuum,531,51600,90900,57888,1,4,roomba_i7_robot_vacuum-20,53,33012
Roomba i7+ Robot Vacuum,818,57600,93600,81000,4,4,roomba_i7_robot_vacuum-21,53,12600
Roomba i7+ Robot Vacuum,974,58200,90900,73242,2,2,roomba_i7_robot_vacuum-22,53,17658
Roomba i7+ Robot Vacuum,589,54600,93600,78585,3,1,roomba_i7_robot_vacuum-23,53,15015
Nest Learning Thermostat,493,9600,15600,11640,1,1,nest_learning_thermostat-0,54,3960
Nest Learning Thermostat,52,9300,16800,14738,4,1,nest_learning_thermostat-1,54,2062
Nest Learning Thermostat,20,9500,16500,12405,2,3,nest_learning_thermostat-2,54,4095
Nest Learning Thermostat,659,9700,15600,10998,1,3,nest_learning_thermostat-3,54,4602
Nest Learning Thermostat,147,9800,16500,13988,5,5,nest_learning_thermostat-4,54,2512
Nest Learning Thermostat,670,9100,15600,13325,4,4,nest_learning_thermostat-5,54,2275
Nest Learning Thermostat,351,9000,16050,12843,3,3,nest_learning_thermostat-6,54,3207
Nest Learning Thermostat,491,9800,17100,14290,3,1,nest_learning_thermostat-7,54,2810
Nest Learning Thermostat,96,9600,16500,14085,4,4,nest_learning_thermostat-8,54,2415
Nest Learning Thermostat,773,9500,16650,14684,4,1,nest_learning_thermostat-9,54,1966
Nest Learning Thermostat,361,9000,17100,14265,4,4,nest_learning_thermostat-10,54,2835
Nest Learning Thermostat,856,9800,16950,13089,2,2,nest_learning_thermostat-11,54,3861
Nest Learning Thermostat,773,9600,15150,13347,5,3,nest_learning_thermostat-12,54,1803
Nest Learning Thermostat,511,8800,15450,12657,3,2,nest_learning_thermostat-13,54,2793
Nest Learning Thermostat,639,8700,16200,11250,1,1,nest_learning_thermostat-14,54,4950
Nest Learning Thermostat,375,9000,16050,10551,1,3,nest_learning_thermostat-15,54,5499
Nest Learning Thermostat,496,9100,15600,11798,2,3,nest_learning_thermostat-16,54,3802
Nest Learning Thermostat,550,8900,15450,11324,2,4,nest_learning_thermostat-17,54,4126
Nest Learning Thermostat,131,9000,17250,12795,2,2,nest_learning_thermostat-18,54,4455
Nest Learning Thermostat,544,9900,15900,11220,1,3,nest_learning_thermostat-19,54,4680
Nest Learning Thermostat,120,8500,17250,14188,4,4,nest_learning_thermostat-20,54,3062
Nest Learning Thermostat,376,9400,16050,12559,3,5,nest_learning_thermostat-21,54,3491
Ring Spotlight Cam,648,11400,19800,17280,5,2,ring_spotlight_cam-0,55,2520
Ring Spotlight Cam,321,11640,18540,13158,1,3,ring_spotlight_cam-1,55,5382
Ring Spotlight Cam,756,11040,19260,16383,4,4,ring_spotlight_cam-2,55,2877
Ring Spotlight Cam,653,11880,18720,14719,2,3,ring_spotlight_cam-3,55,4001
Ring Spotlight Cam,736,11040,19080,15422,3,3,ring_spotlight_cam-4,55,3658
Ring Spotlight Cam,721,11040,18900,16542,5,2,ring_spotlight_cam-5,55,2358
Ring Spotlight Cam,447,11280,20520,17748,4,2,ring_spotlight_cam-6,55,2772
Ring Spotlight Cam,914,10320,20160,17454,5,1,ring_spotlight_cam-7,55,2706
Ring Spotlight Cam,235,11520,18900,16686,5,2,ring_spotlight_cam-8,55,2214
Ring Spotlight Cam,148,10680,20700,17945,5,1,ring_spotlight_cam-9,55,2755
Ring Spotlight Cam,337,11400,20340,17435,5,3,ring_spotlight_cam-10,55,2905
Ring Spotlight Cam,255,11400,20340,14306,2,5,ring_spotlight_cam-11,55,6034
Ring Spotlight Cam,157,11520,20340,17253,5,4,ring_spotlight_cam-12,55,3087
Ring Spotlight Cam,124,10680,19800,16380,4,5,ring_spotlight_cam-13,55,3420
Ring Spotlight Cam,355,11400,19440,15219,3,5,ring_spotlight_cam-14,55,4221
Ring Spotlight Cam,866,11760,19800,17187,5,3,ring_spotlight_cam-15,55,2613
Ring Spotlight Cam,602,10920,19440,11772,1,5,ring_spotlight_cam-16,55,7668
Ring Spotlight Cam,362,10440,19080,16488,5,2,ring_spotlight_cam-17,55,2592
Ring Spotlight Cam,526,11160,18180,16250,5,1,ring_spotlight_cam-18,55,1930
Ring Spotlight Cam,943,11400,18540,12114,1,5,ring_spotlight_cam-19,55,6426
Ring Spotlight Cam,721,10440,20700,15622,2,1,ring_spotlight_cam-20,55,5078
Ring Spotlight Cam,846,10800,18360,16281,4,1,ring_spotlight_cam-21,55,2079
Ring Spotlight Cam,464,10200,18720,14120,2,2,ring_spotlight_cam-22,55,4600
Ring Spotlight Cam,264,10920,19980,14273,2,4,ring_spotlight_cam-23,55,5707
Ring Spotlight Cam,618,11400,18180,15096,3,3,ring_spotlight_cam-24,55,3084
Ring Spotlight Cam,275,10800,18180,15413,4,5,ring_spotlight_cam-25,55,2767
Ring Spotlight Cam,583,10560,18900,12395,1,3,ring_spotlight_cam-26,55,6505
Ring Spotlight Cam,352,11040,18180,15503,4,5,ring_spotlight_cam-27,55,2677
Ring Spotlight Cam,45,10920,20160,16603,3,1,ring_spotlight_cam-28,55,3557
Ring Spotlight Cam,676,10200,20160,14334,2,3,ring_spotlight_cam-29,55,5826
TP-Link Kasa Smart Plug,458,1800,3360,2651,3,3,tplink_kasa_smart_plug-0,56,709
TP-Link Kasa Smart Plug,442,1800,3360,2892,4,2,tplink_kasa_smart_plug-1,56,468
TP-Link Kasa Smart Plug,583,1860,3420,2508,2,3,tplink_kasa_smart_plug-2,56,912
TP-Link Kasa Smart Plug,883,1900,3450,2683,2,1,tplink_kasa_smart_plug-3,56,767
TP-Link Kasa Smart Plug,282,1720,3030,2539,4,5,tplink_kasa_smart_plug-4,56,491
TP-Link Kasa Smart Plug,649,1820,3360,2860,4,3,tplink_kasa_smart_plug-5,56,500
TP-Link Kasa Smart Plug,553,1940,3270,2373,2,5,tplink_kasa_smart_plug-6,56,897
TP-Link Kasa Smart Plug,994,1940,3060,2668,4,4,tplink_kasa_smart_plug-7,56,392
TP-Link Kasa Smart Plug,441,1980,3270,2819,4,4,tplink_kasa_smart_plug-8,56,451
TP-Link Kasa Smart Plug,386,1920,3270,2764,4,5,tplink_kasa_smart_plug-9,56,506
TP-Link Kasa Smart Plug,794,1720,3150,2443,2,1,tplink_kasa_smart_plug-10,56,707
TP-Link Kasa Smart Plug,848,1820,3450,3002,5,1,tplink_kasa_smart_plug-11,56,448
TP-Link Kasa Smart Plug,453,1720,3420,2298,1,1,tplink_kasa_smart_plug-12,56,1122
TP-Link Kasa Smart Plug,213,1960,3270,2406,1,1,tplink_kasa_smart_plug-13,56,864
TP-Link Kasa Smart Plug,915,1880,3390,2703,3,3,tplink_kasa_smart_plug-14,56,687
TP-Link Kasa Smart Plug,283,1720,3030,2264,2,3,tplink_kasa_smart_plug-15,56,766
TP-Link Kasa Smart Plug,314,1900,3120,2242,1,2,tplink_kasa_smart_plug-16,56,878
TP-Link Kasa Smart Plug,429,1840,3300,2337,1,1,tplink_kasa_smart_plug-17,56,963
TP-Link Kasa Smart Plug,887,1980,3120,2562,3,4,tplink_kasa_smart_plug-18,56,558
TP-Link Kasa Smart Plug,37,1700,3180,2315,2,3,tplink_kasa_smart_plug-19,56,865
TP-Link Kasa Smart Plug,938,1820,3180,2562,3,3,tplink_kasa_smart_plug-20,56,618
TP-Link Kasa Smart Plug,544,1900,3330,2830,5,4,tplink_kasa_smart_plug-21,56,500
TP-Link Kasa Smart Plug,650,1820,3060,2657,4,3,tplink_kasa_smart_plug-22,56,403
TP-Link Kasa Smart Plug,604,1800,3090,2736,5,1,tplink_kasa_smart_plug-23,56,354
TP-Link Kasa Smart Plug,629,1880,3150,2408,2,3,tplink_kasa_smart_plug-24,56,742
TP-Link Kasa Smart Plug,857,1820,3150,2432,2,2,tplink_kasa_smart_plug-25,56,718
TP-Link Kasa Smart Plug,341,1760,3210,2500,3,4,tplink_kasa_smart_plug-26,56,710
TP-Link Kasa Smart Plug,379,1900,3420,2394,2,5,tplink_kasa_smart_plug-27,56,1026
TP-Link Kasa Smart Plug,804,1860,3360,2783,3,1,tplink_kasa_smart_plug-28,56,577
Amazon Echo Show 10 (3rd Gen),620,14700,25650,21051,3,2,amazon_echo_show_10_3rd_gen-0,57,4599
Amazon Echo Show 10 (3rd Gen),478,14700,25650,21544,5,5,amazon_echo_show_10_3rd_gen-1,57,4106
Amazon Echo Show 10 (3rd Gen),409,14550,24750,19395,3,5,amazon_echo_show_10_3rd_gen-2,57,5355
Amazon Echo Show 10 (3rd Gen),501,13050,24300,16707,2,5,amazon_echo_show_10_3rd_gen-3,57,7593
Amazon Echo Show 10 (3rd Gen),449,13350,25650,18455,2,3,amazon_echo_show_10_3rd_gen-4,57,7195
Amazon Echo Show 10 (3rd Gen),373,13200,25875,19665,3,4,amazon_echo_show_10_3rd_gen-5,57,6210
Amazon Echo Show 10 (3rd Gen),821,13800,23625,19843,3,1,amazon_echo_show_10_3rd_gen-6,57,3782
Amazon Echo Show 10 (3rd Gen),622,13500,23400,19688,5,5,amazon_echo_show_10_3rd_gen-7,57,3712
Amazon Echo Show 10 (3rd Gen),113,13950,22725,19040,3,2,amazon_echo_show_10_3rd_gen-8,57,3685
Amazon Echo Show 10 (3rd Gen),238,12750,23625,17916,3,5,amazon_echo_show_10_3rd_gen-9,57,5709
Amazon Echo Show 10 (3rd Gen),621,14700,25425,21296,3,1,amazon_echo_show_10_3rd_gen-10,57,4129
Amazon Echo Show 10 (3rd Gen),59,13500,23625,19727,3,1,amazon_echo_show_10_3rd_gen-11,57,3898
Amazon Echo Show 10 (3rd Gen),155,13350,23175,18705,3,3,amazon_echo_show_10_3rd_gen-12,57,4470
Amazon Echo Show 10 (3rd Gen),723,13950,25425,21696,4,3,amazon_echo_show_10_3rd_gen-13,57,3729
Amazon Echo Show 10 (3rd Gen),631,12900,24075,14018,1,5,amazon_echo_show_10_3rd_gen-14,57,10057
Amazon Echo Show 10 (3rd Gen),636,14850,22725,20560,5,1,amazon_echo_show_10_3rd_gen-15,57,2165
Amazon Echo Show 10 (3rd Gen),321,14550,24750,20823,3,1,amazon_echo_show_10_3rd_gen-16,57,3927
Amazon Echo Show 10 (3rd Gen),803,13200,24975,20030,3,2,amazon_echo_show_10_3rd_gen-17,57,4945
Amazon Echo Show 10 (3rd Gen),226,13200,24975,19206,3,4,amazon_echo_show_10_3rd_gen-18,57,5769
Amazon Echo Show 10 (3rd Gen),302,14850,24300,20993,5,4,amazon_echo_show_10_3rd_gen-19,57,3307
Amazon Echo Show 10 (3rd Gen),135,13050,23850,18936,3,3,amazon_echo_show_10_3rd_gen-20,57,4914
Amazon Echo Show 10 (3rd Gen),713,14850,23175,17556,2,5,amazon_echo_show_10_3rd_gen-21,57,5619
Amazon Echo Show 10 (3rd Gen),555,14550,24075,16074,1,4,amazon_echo_show_10_3rd_gen-22,57,8001
Amazon Echo Show 10 (3rd Gen),461,14100,23625,21006,5,1,amazon_echo_show_10_3rd_gen-23,57,2619
Amazon Echo Show 10 (3rd Gen),1000,13950,22950,20025,4,3,amazon_echo_show_10_3rd_gen-24,57,2925
Amazon Echo Show 10 (3rd Gen),200,12750,23400,19407,5,5,amazon_echo_show_10_3rd_gen-25,57,3993
Amazon Echo Show 10 (3rd Gen),623,13650,23625,17341,2,4,amazon_echo_show_10_3rd_gen-26,57,6284
Amazon Echo Show 10 (3rd Gen),438,14250,25425,18385,2,4,amazon_echo_show_10_3rd_gen-27,57,7040
Arlo Pro 3 Security Camera,355,17280,27270,20078,1,2,arlo_pro_3_security_camera-0,58,7192
Arlo Pro 3 Security Camera,951,15660,29430,21375,2,3,arlo_pro_3_security_camera-1,58,8055
Arlo Pro 3 Security Camera,214,17100,29160,22105,2,3,arlo_pro_3_security_camera-2,58,7055
Arlo Pro 3 Security Camera,337,16560,31050,23226,2,2,arlo_pro_3_security_camera-3,58,7824
Arlo Pro 3 Security Camera,564,16380,29430,25842,5,1,arlo_pro_3_security_camera-4,58,3588
Arlo Pro 3 Security Camera,462,17820,29970,25293,3,1,arlo_pro_3_security_camera-5,58,4677
Arlo Pro 3 Security Camera,842,17100,29160,23251,3,4,arlo_pro_3_security_camera-6,58,5909
Arlo Pro 3 Security Camera,895,15300,31050,25144,5,5,arlo_pro_3_security_camera-7,58,5906
Arlo Pro 3 Security Camera,687,16560,27540,20129,2,5,arlo_pro_3_security_camera-8,58,7411
Arlo Pro 3 Security Camera,900,17280,28890,25407,5,2,arlo_pro_3_security_camera-9,58,3483
Arlo Pro 3 Security Camera,269,16740,28350,22255,3,5,arlo_pro_3_security_camera-10,58,6095
Arlo Pro 3 Security Camera,428,16020,28890,22134,3,5,arlo_pro_3_security_camera-11,58,6756
Arlo Pro 3 Security Camera,281,15300,27540,23256,5,4,arlo_pro_3_security_camera-12,58,4284
Arlo Pro 3 Security Camera,784,16200,29160,25596,4,1,arlo_pro_3_security_camera-13,58,3564
Arlo Pro 3 Security Camera,734,16200,30240,25326,4,4,arlo_pro_3_security_camera-14,58,4914
Arlo Pro 3 Security Camera,283,16560,29160,21789,2,3,arlo_pro_3_security_camera-15,58,7371
Arlo Pro 3 Security Camera,859,16380,29430,24863,5,4,arlo_pro_3_security_camera-16,58,4567
Arlo Pro 3 Security Camera,285,16380,29700,24705,4,5,arlo_pro_3_security_camera-17,58,4995
Arlo Pro 3 Security Camera,710,16200,30510,21066,1,1,arlo_pro_3_security_camera-18,58,9444
Arlo Pro 3 Security Camera,277,16740,28620,22799,3,4,arlo_pro_3_security_camera-19,58,5821
Arlo Pro 3 Security Camera,633,16920,30240,25578,5,4,arlo_pro_3_security_camera-20,58,4662
Arlo Pro 3 Security Camera,311,16740,30780,23831,2,1,arlo_pro_3_security_camera-21,58,6949
Arlo Pro 3 Security Camera,530,16920,28080,21050,2,4,arlo_pro_3_security_camera-22,58,7030
Wemo Smart Light Switch,70,2610,5130,4248,5,4,wemo_smart_light_switch-0,59,882
Wemo Smart Light Switch,331,2580,4545,3583,3,4,wemo_smart_light_switch-1,59,962
Wemo Smart Light Switch,178,2730,4770,3057,1,4,wemo_smart_light_switch-2,59,1713
Wemo Smart Light Switch,359,2580,4905,3371,1,1,wemo_smart_light_switch-3,59,1534
Wemo Smart Light Switch,612,2850,4635,3591,2,3,wemo_smart_light_switch-4,59,1044
Wemo Smart Light Switch,722,2790,5130,4253,5,5,wemo_smart_light_switch-5,59,877
Wemo Smart Light Switch,195,2580,4995,3402,1,1,wemo_smart_light_switch-6,59,1593
Wemo Smart Light Switch,207,2700,4995,4135,5,5,wemo_smart_light_switch-7,59,860
Wemo Smart Light Switch,760,2910,4635,3393,1,2,wemo_smart_light_switch-8,59,1242
Wemo Smart Light Switch,532,2940,4995,3917,3,5,wemo_smart_light_switch-9,59,1078
Wemo Smart Light Switch,508,2760,4815,3706,2,2,wemo_smart_light_switch-10,59,1109
Wemo Smart Light Switch,577,2970,5175,3456,1,3,wemo_smart_light_switch-11,59,1719
Wemo Smart Light Switch,464,2610,5175,4008,3,3,wemo_smart_light_switch-12,59,1167
Wemo Smart Light Switch,969,2670,5175,3071,1,4,wemo_smart_light_switch-13,59,2104
Wemo Smart Light Switch,142,2940,5040,3812,2,3,wemo_smart_light_switch-14,59,1228
Wemo Smart Light Switch,934,2580,5085,3432,1,1,wemo_smart_light_switch-15,59,1653
Wemo Smart Light Switch,72,2970,4815,4216,4,3,wemo_smart_light_switch-16,59,599
Wemo Smart Light Switch,307,2760,5175,4330,5,4,wemo_smart_light_switch-17,59,845
Wemo Smart Light Switch,799,2760,5130,2997,1,5,wemo_smart_light_switch-18,59,2133
Wemo Smart Light Switch,918,2700,5085,4310,5,3,wemo_smart_light_switch-19,59,775
Wemo Smart Light Switch,295,2910,5130,4464,5,2,wemo_smart_light_switch-20,59,666
Wemo Smart Light Switch,533,2940,4905,4218,4,4,wemo_smart_light_switch-21,59,687
Wemo Smart Light Switch,783,2640,4725,3944,5,5,wemo_smart_light_switch-22,59,781
Wemo Smart Light Switch,714,2670,5040,4329,4,2,wemo_smart_light_switch-23,59,711
Wemo Smart Light Switch,372,2880,4590,4077,5,2,wemo_smart_light_switch-24,59,513
Google Nest Protect Smoke Detector,373,7680,13560,10121,2,3,google_nest_protect_smoke_detector-0,60,3439
Google Nest Protect Smoke Detector,60,7200,12720,8084,1,4,google_nest_protect_smoke_detector-1,60,4636
Google Nest Protect Smoke Detector,393,7440,12840,10815,5,5,google_nest_protect_smoke_detector-2,60,2025
Google Nest Protect Smoke Detector,997,7280,12360,10582,5,4,google_nest_protect_smoke_detector-3,60,1778
Google Nest Protect Smoke Detector,831,7760,12600,10906,5,4,google_nest_protect_smoke_detector-4,60,1694
Google Nest Protect Smoke Detector,923,7120,13680,8170,1,4,google_nest_protect_smoke_detector-5,60,5510
Google Nest Protect Smoke Detector,757,7600,13200,10848,3,2,google_nest_protect_smoke_detector-6,60,2352
Google Nest Protect Smoke Detector,350,7200,13320,9281,1,1,google_nest_protect_smoke_detector-7,60,4039
Google Nest Protect Smoke Detector,945,6880,12720,10822,4,3,google_nest_protect_smoke_detector-8,60,1898
Google Nest Protect Smoke Detector,790,7920,12480,10246,3,4,google_nest_protect_smoke_detector-9,60,2234
Google Nest Protect Smoke Detector,826,7040,13800,11941,4,1,google_nest_protect_smoke_detector-10,60,1859
Google Nest Protect Smoke Detector,341,7840,12720,11134,5,3,google_nest_protect_smoke_detector-11,60,1586
Google Nest Protect Smoke Detector,983,7760,13200,11296,4,4,google_nest_protect_smoke_detector-12,60,1904
Google Nest Protect Smoke Detector,991,7520,12360,10908,5,2,google_nest_protect_smoke_detector-13,60,1452
Google Nest Protect Smoke Detector,704,7200,13080,10817,3,1,google_nest_protect_smoke_detector-14,60,2263
Google Nest Protect Smoke Detector,258,7120,12480,8621,1,2,google_nest_protect_smoke_detector-15,60,3859
Google Nest Protect Smoke Detector,650,7760,12960,11530,4,1,google_nest_protect_smoke_detector-16,60,1430
Google Nest Protect Smoke Detector,186,7120,12120,9845,3,3,google_nest_protect_smoke_detector-17,60,2275
Google Nest Protect Smoke Detector,627,7840,13200,11324,4,4,google_nest_protect_smoke_detector-18,60,1876
Google Nest Protect Smoke Detector,43,6880,12480,9541,3,5,google_nest_protect_smoke_detector-19,60,2939
Google Nest Protect Smoke Detector,950,7440,13080,9781,2,3,google_nest_protect_smoke_detector-20,60,3299
Google Nest Protect Smoke Detector,855,6880,13080,10910,5,4,google_nest_protect_smoke_detector-21,60,2170
Google Nest Protect Smoke Detector,318,7280,12240,9984,3,3,google_nest_protect_smoke_detector-22,60,2256
Google Nest Protect Smoke Detector,133,7040,12120,10469,5,3,google_nest_protect_smoke_detector-23,60,1651
Google Nest Protect Smoke Detector,405,7680,12480,9456,2,4,google_nest_protect_smoke_detector-24,60,3024
Google Nest Protect Smoke Detector,862,7680,12120,10256,3,2,google_nest_protect_smoke_detector-25,60,1864
Google Nest Protect Smoke Detector,893,7520,12360,10787,4,3,google_nest_protect_smoke_detector-26,60,1573
Google Nest Protect Smoke Detector,610,7280,12960,11256,5,2,google_nest_protect_smoke_detector-27,60,1704
Google Nest Protect Smoke Detector,211,7440,12120,9172,2,4,google_nest_protect_smoke_detector-28,60,2948
Google Nest Protect Smoke Detector,126,7600,13440,11542,4,3,google_nest_protect_smoke_detector-29,60,1898
Sonos One Smart Speaker,470,10440,19620,13424,2,5,sonos_one_smart_speaker-0,61,6196
Sonos One Smart Speaker,754,10680,18180,15293,3,1,sonos_one_smart_speaker-1,61,2887
Sonos One Smart Speaker,144,10680,18540,15514,3,1,sonos_one_smart_speaker-2,61,3026
Sonos One Smart Speaker,327,11160,19260,15575,3,3,sonos_one_smart_speaker-3,61,3685
Sonos One Smart Speaker,591,11280,19440,15156,3,5,sonos_one_smart_speaker-4,61,4284
Sonos One Smart Speaker,199,11400,20700,17678,4,3,sonos_one_smart_speaker-5,61,3022
Sonos One Smart Speaker,146,11640,18180,13766,2,5,sonos_one_smart_speaker-6,61,4414
Sonos One Smart Speaker,651,10680,18360,13176,2,5,sonos_one_smart_speaker-7,61,5184
Sonos One Smart Speaker,200,11760,20700,18242,4,1,sonos_one_smart_speaker-8,61,2458
Sonos One Smart Speaker,848,10920,19260,13756,1,1,sonos_one_smart_speaker-9,61,5504
Sonos One Smart Speaker,667,10200,18900,15638,5,5,sonos_one_smart_speaker-10,61,3262
Sonos One Smart Speaker,346,11520,18180,14684,3,5,sonos_one_smart_speaker-11,61,3496
Sonos One Smart Speaker,718,11400,18360,14289,2,3,sonos_one_smart_speaker-12,61,4071
Sonos One Smart Speaker,993,11640,19440,12888,1,4,sonos_one_smart_speaker-13,61,6552
Sonos One Smart Speaker,282,11040,19260,14082,2,4,sonos_one_smart_speaker-14,61,5178
Sonos One Smart Speaker,321,10800,19980,13784,2,5,sonos_one_smart_speaker-15,61,6196
Sonos One Smart Speaker,615,11640,18540,15642,3,2,sonos_one_smart_speaker-16,61,2898
Sonos One Smart Speaker,995,10560,20520,17283,5,3,sonos_one_smart_speaker-17,61,3237
Sonos One Smart Speaker,968,11880,18180,16448,5,1,sonos_one_smart_speaker-18,61,1732
Sonos One Smart Speaker,60,10320,20160,17208,5,2,sonos_one_smart_speaker-19,61,2952
Sonos One Smart Speaker,946,10440,19260,16835,4,1,sonos_one_smart_speaker-20,61,2425
Eufy RoboVac 11S Robot Vacuum,738,21500,42375,27345,1,2,eufy_robovac_11s_robot_vacuum-0,62,15030
Eufy RoboVac 11S Robot Vacuum,570,22250,41250,36025,4,1,eufy_robovac_11s_robot_vacuum-1,62,5225
Eufy RoboVac 11S Robot Vacuum,998,23000,39375,34463,5,2,eufy_robovac_11s_robot_vacuum-2,62,4912
Eufy RoboVac 11S Robot Vacuum,483,21500,39000,27450,1,1,eufy_robovac_11s_robot_vacuum-3,62,11550
Eufy RoboVac 11S Robot Vacuum,190,24000,41250,35644,5,3,eufy_robovac_11s_robot_vacuum-4,62,5606
Eufy RoboVac 11S Robot Vacuum,577,22250,38250,31530,3,2,eufy_robovac_11s_robot_vacuum-5,62,6720
Eufy RoboVac 11S Robot Vacuum,925,22000,43125,32669,2,1,eufy_robovac_11s_robot_vacuum-6,62,10456
Eufy RoboVac 11S Robot Vacuum,777,21750,39375,32766,4,5,eufy_robovac_11s_robot_vacuum-7,62,6609
Eufy RoboVac 11S Robot Vacuum,651,22500,40500,34650,4,3,eufy_robovac_11s_robot_vacuum-8,62,5850
Eufy RoboVac 11S Robot Vacuum,638,24500,40125,34657,4,4,eufy_robovac_11s_robot_vacuum-9,62,5468
Eufy RoboVac 11S Robot Vacuum,70,22500,42000,30593,2,3,eufy_robovac_11s_robot_vacuum-10,62,11407
Eufy RoboVac 11S Robot Vacuum,234,24500,41250,28185,1,3,eufy_robovac_11s_robot_vacuum-11,62,13065
Eufy RoboVac 11S Robot Vacuum,577,23750,39375,32266,3,3,eufy_robovac_11s_robot_vacuum-12,62,7109
Eufy RoboVac 11S Robot Vacuum,433,21750,41250,31598,2,1,eufy_robovac_11s_robot_vacuum-13,62,9652
Eufy RoboVac 11S Robot Vacuum,290,22750,40500,33844,4,5,eufy_robovac_11s_robot_vacuum-14,62,6656
Eufy RoboVac 11S Robot Vacuum,728,23250,42375,35204,4,5,eufy_robovac_11s_robot_vacuum-15,62,7171
Eufy RoboVac 11S Robot Vacuum,922,24500,39375,35285,4,1,eufy_robovac_11s_robot_vacuum-16,62,4090
Eufy RoboVac 11S Robot Vacuum,260,22250,42000,25410,1,4,eufy_robovac_11s_robot_vacuum-17,62,16590
Eufy RoboVac 11S Robot Vacuum,745,23250,39000,33094,4,5,eufy_robovac_11s_robot_vacuum-18,62,5906
Eufy RoboVac 11S Robot Vacuum,519,21250,42375,31919,2,1,eufy_robovac_11s_robot_vacuum-19,62,10456
Eufy RoboVac 11S Robot Vacuum,277,22250,43125,31853,2,2,eufy_robovac_11s_robot_vacuum-20,62,11272
Eufy RoboVac 11S Robot Vacuum,165,22250,38250,32250,5,5,eufy_robovac_11s_robot_vacuum-21,62,6000
Eufy RoboVac 11S Robot Vacuum,394,24500,39000,34650,5,2,eufy_robovac_11s_robot_vacuum-22,62,4350
Eufy RoboVac 11S Robot Vacuum,852,22750,37875,26985,1,2,eufy_robovac_11s_robot_vacuum-23,62,10890
Eufy RoboVac 11S Robot Vacuum,62,21500,39750,29074,2,3,eufy_robovac_11s_robot_vacuum-24,62,10676
Eufy RoboVac 11S Robot Vacuum,193,22500,37875,32494,4,4,eufy_robovac_11s_robot_vacuum-25,62,5381
Apple MacBook Pro (13-inch),382,78300,145800,101250,1,1,apple_macbook_pro_13inch-0,63,44550
Apple MacBook Pro (13-inch),892,89100,152550,133515,5,2,apple_macbook_pro_13inch-1,63,19035
Apple MacBook Pro (13-inch),753,88200,148500,97848,1,4,apple_macbook_pro_13inch-2,63,50652
Apple MacBook Pro (13-inch),227,86400,147150,99765,1,3,apple_macbook_pro_13inch-3,63,47385
Apple MacBook Pro (13-inch),121,82800,147150,124628,4,4,apple_macbook_pro_13inch-4,63,22522
Apple MacBook Pro (13-inch),115,85500,139050,121647,5,3,apple_macbook_pro_13inch-5,63,17403
Apple MacBook Pro (13-inch),308,89100,152550,121460,3,4,apple_macbook_pro_13inch-6,63,31090
Apple MacBook Pro (13-inch),765,76500,141750,117282,5,5,apple_macbook_pro_13inch-7,63,24468
Apple MacBook Pro (13-inch),399,88200,145800,93960,1,5,apple_macbook_pro_13inch-8,63,51840
Apple MacBook Pro (13-inch),745,88200,151200,127575,5,5,apple_macbook_pro_13inch-9,63,23625
Apple MacBook Pro (13-inch),632,79200,144450,117045,3,2,apple_macbook_pro_13inch-10,63,27405
Apple MacBook Pro (13-inch),954,81900,137700,102546,2,4,apple_macbook_pro_13inch-11,63,35154
Apple MacBook Pro (13-inch),648,83700,151200,127575,4,4,apple_macbook_pro_13inch-12,63,23625
Apple MacBook Pro (13-inch),236,86400,147150,96120,1,4,apple_macbook_pro_13inch-13,63,51030
Apple MacBook Pro (13-inch),935,79200,155250,114183,2,2,apple_macbook_pro_13inch-14,63,41067
Apple MacBook Pro (13-inch),695,87300,143100,110457,2,3,apple_macbook_pro_13inch-15,63,32643
Apple MacBook Pro (13-inch),425,80100,137700,113508,3,2,apple_macbook_pro_13inch-16,63,24192
Apple MacBook Pro (13-inch),438,88200,145800,97416,1,4,apple_macbook_pro_13inch-17,63,48384
Apple MacBook Pro (13-inch),258,79200,153900,119912,3,3,apple_macbook_pro_13inch-18,63,33988
Apple MacBook Pro (13-inch),92,88200,139050,105489,1,1,apple_macbook_pro_13inch-19,63,33561
Apple MacBook Pro (13-inch),913,86400,153900,114413,2,3,apple_macbook_pro_13inch-20,63,39487
Apple MacBook Pro (13-inch),190,82800,136350,120285,4,2,apple_macbook_pro_13inch-21,63,16065
Apple MacBook Pro (13-inch),268,76500,143100,118125,5,5,apple_macbook_pro_13inch-22,63,24975
Apple MacBook Pro (13-inch),377,88200,151200,108675,2,5,apple_macbook_pro_13inch-23,63,42525
Apple MacBook Pro (13-inch),438,81900,140400,124313,5,1,apple_macbook_pro_13inch-24,63,16087
Apple MacBook Pro (13-inch),838,85500,137700,104814,2,4,apple_macbook_pro_13inch-25,63,32886
